datetime,open,high,low,close,volume,MA7,MA14,MA_Signal,Aroon_Up,Aroon_Down,Aroon_Signal,RSI_14,RSI_Signal,returns,EMA7,EMA14,EMA28,EMA_Signal,pct_change,signals,trade_type
2023-01-01 00:00:00,16537.5,16540.9,16504.0,16527.0,5381.399,16546.17142857143,16564.485714285714,-1,71.42857142857143,14.285714285714286,1,39.23166472642625,0,-0.000641169127292331,16543.238199846302,16552.817416164136,16556.59521367575,-1,-0.06409636222909354,0, 
2023-01-01 01:00:00,16527.1,16554.3,16524.1,16550.4,3210.826,16543.12857142857,16563.4,-1,78.57142857142857,21.428571428571427,1,46.07438016529012,0,0.001414863556602774,16545.028649884727,16552.49509400892,16556.16795756018,-1,0.14158649482665098,0, 
2023-01-01 02:00:00,16550.5,16557.1,16534.8,16542.4,2399.668,16540.0,16560.992857142857,-1,85.71428571428571,28.571428571428573,1,41.18262689691364,0,-0.0004834888650002835,16544.371487413548,16551.149081474396,16555.218443245685,-1,-0.04833720030935629,0, 
2023-01-01 03:00:00,16542.5,16542.5,16515.0,16529.3,3214.48,16535.114285714288,16556.10714285714,-1,92.85714285714286,35.714285714285715,1,31.27053669222363,-1,-0.0007922181614578489,16540.60361556016,16548.235870611144,16553.430964401156,-1,-0.07919044395010566,0, 
2023-01-01 04:00:00,16529.2,16530.4,16508.8,16517.8,3150.954,16531.37142857143,16551.321428571428,-1,100.0,42.857142857142854,1,31.512141280353646,-1,-0.0006959763770013068,16534.90271167012,16544.177754529657,16550.973656511418,-1,-0.06957342416193946,0, 
2023-01-01 05:00:00,16517.8,16531.1,16508.0,16525.7,3268.293,16532.885714285712,16547.014285714286,-1,100.0,50.0,1,33.95423097392293,-1,0.0004781575892697951,16532.60203375259,16541.714053925705,16549.230645717525,-1,0.04782719248326295,0, 
2023-01-01 06:00:00,16525.6,16545.7,16525.6,16535.3,2726.582,16532.557142857142,16542.678571428572,-1,100.0,57.142857142857146,1,33.813333333333446,-1,0.0005807447003908985,16533.276525314443,16540.85884673561,16548.26991153011,-1,0.05809133652432408,0, 
2023-01-01 07:00:00,16535.3,16537.5,16488.0,16519.6,8852.672,16531.5,16538.835714285717,-1,100.0,64.28571428571429,1,35.1052048726464,0,-0.0009499348768629631,16529.857393985832,16538.02433383753,16546.29267625217,-1,-0.09494838315603493,0, 
2023-01-01 08:00:00,16519.5,16524.9,16502.0,16504.2,3289.761,16524.9,16534.014285714286,-1,92.85714285714286,71.42857142857143,1,32.629953679876735,-1,-0.0009326607547473839,16523.443045489374,16533.514422659195,16543.389733062366,-1,-0.09322259618875783,0, 
2023-01-01 09:00:00,16504.3,16536.1,16496.8,16532.7,3948.702,16523.514285714286,16531.757142857143,-1,100.0,78.57142857142857,1,42.66480965645349,0,0.0017253439075656516,16525.75728411703,16533.4058329713,16542.652510092546,-1,0.17268331697386508,0, 
2023-01-01 10:00:00,16532.7,16542.9,16527.3,16542.8,4110.425,16525.442857142854,16530.27857142857,-1,100.0,85.71428571428571,1,45.39385847797048,0,0.0006107239687338245,16530.017963087772,16534.658388575128,16542.6626818103,-1,0.06109104985876357,0, 
2023-01-01 11:00:00,16542.9,16549.8,16535.1,16549.8,3768.388,16530.014285714286,16530.692857142858,-1,100.0,92.85714285714286,1,51.366635249764194,0,0.00042305531172553436,16534.96347231583,16536.677270098444,16543.154910650966,-1,0.042314481224470235,0, 
2023-01-01 12:00:00,16549.8,16565.9,16542.9,16553.9,5482.001,16534.042857142857,16533.464285714286,1,0.0,100.0,-1,60.3521878335119,0,0.00024770645099891095,16539.697604236873,16538.97363408532,16543.895951295726,0,0.024773713277514986,0, 
2023-01-01 13:00:00,16553.8,16559.8,16530.5,16539.9,4505.256,16534.7,16533.628571428573,1,7.142857142857143,100.0,-1,50.64281721632277,0,-0.0008460799808519976,16539.748203177653,16539.097149540612,16543.620368447744,0,-0.08457221561082306,0, 
2023-01-01 14:00:00,16539.9,16549.7,16533.1,16533.1,2448.444,16536.62857142857,16534.064285714285,1,14.285714285714286,50.0,-1,51.74186179326052,0,-0.0004112115680962295,16538.08615238324,16538.297529601863,16542.894825796175,-1,-0.0411127032207137,0, 
2023-01-01 15:00:00,16533.2,16553.1,16524.6,16553.1,3107.183,16543.614285714288,16534.257142857143,1,21.428571428571427,57.142857142857146,-1,50.78625509609697,0,0.0012089634008129403,16541.839614287426,16540.271192321616,16543.59863091368,0,0.12096944916561991,0, 
2023-01-01 16:00:00,16553.0,16579.0,16552.6,16556.0,7482.092,16546.942857142858,16535.22857142857,1,0.0,64.28571428571429,-1,54.08163265306065,0,0.00017517842571493488,16545.37971071557,16542.368366678733,16544.45389774722,0,0.01751937703513562,0, 
2023-01-01 17:00:00,16556.1,16589.4,16555.5,16573.1,6126.892,16551.27142857143,16538.35714285714,1,0.0,71.42857142857143,-1,62.837045720984385,0,0.0010323251472943707,16552.309783036675,16546.465917788235,16546.42949100603,1,0.1032858178303897,1,long
2023-01-01 18:00:00,16573.1,16597.0,16573.0,16584.3,4955.635,16556.2,16543.10714285714,1,0.0,78.57142857142857,-1,69.52436876100964,0,0.000675565661117199,16560.307337277507,16551.510462083137,16549.041250246995,1,0.06757939069939045,0, 
2023-01-01 19:00:00,16584.3,16615.8,16584.2,16596.1,7406.797,16562.22857142857,16548.135714285712,1,0.0,85.71428571428571,-1,70.20665901262845,0,0.0007112633058953466,16569.255502958127,16557.455733805386,16552.286681264442,1,0.07115163136219849,0, 
2023-01-01 20:00:00,16596.1,16618.8,16592.0,16593.8,4951.995,16569.928571428572,16552.314285714285,1,0.0,92.85714285714286,-1,67.52546434990998,0,-0.00013859638044595664,16575.391627218596,16562.301635964668,16555.149668763446,1,-0.013858677641132022,0, 
2023-01-01 21:00:00,16593.7,16599.7,16584.1,16597.6,3040.626,16579.142857142855,16557.885714285712,1,7.142857142857143,100.0,-1,75.16129032258064,1,0.0002289749764457955,16580.943720413947,16567.00808450271,16558.077277814242,1,0.022900119321667134,0, 
2023-01-01 22:00:00,16597.6,16605.4,16579.1,16594.4,3633.682,16585.042857142857,16564.32857142857,1,14.285714285714286,92.85714285714286,-1,81.5826330532217,1,-0.00019281754699395574,16584.30779031046,16570.66033990235,16560.5822931374,1,-0.019279895888546505,0, 
2023-01-01 23:00:00,16594.4,16617.4,16594.4,16610.3,5040.212,16592.8,16569.871428571427,1,21.428571428571427,100.0,-1,79.80030721966216,1,0.000957695821089355,16590.805842732847,16575.94562791537,16564.011100507232,1,0.09581545581640594,0, 
2023-01-02 00:00:00,16610.4,16618.4,16572.9,16578.0,5774.202,16593.5,16572.385714285712,1,28.571428571428573,64.28571428571429,-1,61.548556430446595,0,-0.0019464697015535415,16587.604382049634,16576.21954419332,16564.97585219639,1,-0.1944576557918798,0, 
2023-01-02 01:00:00,16578.0,16579.3,16541.2,16556.5,9532.229,16589.52857142857,16572.864285714284,1,35.714285714285715,71.42857142857143,-1,52.007189934092516,0,-0.0012977412073460674,16579.828286537224,16573.590271634213,16564.391310665604,1,-0.12968995053685983,0, 
2023-01-02 02:00:00,16556.5,16587.1,16547.5,16580.4,3292.203,16587.285714285714,16574.757142857143,1,42.857142857142854,78.57142857142857,-1,57.0969469737548,0,0.0014425009064986541,16579.97121490292,16574.49823541632,16565.495358205906,1,0.14435418113731835,0, 
2023-01-02 03:00:00,16580.4,16700.7,16575.0,16654.6,18043.112,16595.97142857143,16582.95,1,0.0,85.71428571428571,-1,73.22802754151473,0,0.004465179676979216,16598.62841117719,16585.178470694143,16571.640505915842,1,0.44751634459962997,0, 
2023-01-02 04:00:00,16654.7,16665.0,16621.8,16631.8,8205.467,16600.85714285714,16590.0,1,7.142857142857143,92.85714285714286,-1,68.7713959680495,0,-0.0013699290740806537,16606.92130838289,16591.39467460159,16575.789436542334,1,-0.13689911495922136,0, 
